Country,Origin,Total Deaths,Total Damages ('000 US$)
Mexico,Heavy rains,3,NA
Nepal,Monsoonal rains,138,15000
Pakistan,Heavy rains,92,NA
Peru,NA,2,2000
Rwanda,Heavy rains,67,NA
Kenya,NA,39,NA
Indonesia,Torrential rains,62,25000
Japan,NA,22,NA
Saint Lucia,NA,NA,NA
Mexico,NA,11,50000
Cambodia,NA,NA,NA
Haiti,Lack of rain,NA,84000
Lesotho,"Lack of rains, El NIno",NA,NA
Madagascar,El Nino,NA,NA
Mozambique,NA,NA,NA
Haiti,NA,23,NA
Pakistan,NA,26,NA
Haiti,Heavy rains,5,2000
Poland,NA,2,NA
Russian Federation (the),Heavy rains,NA,NA
Haiti,NA,546,2000000
Haiti,NA,5,NA
Indonesia,NA,NA,NA
Indonesia,Heavy rains,15,NA
Indonesia,Heavy monsoonal rains,NA,NA
Indonesia,Heavy rains,NA,NA
India,NA,11,NA
India,NA,93,NA
India,NA,8,75000
India,Torrential rains,61,100000
India,Monsoonal rain,50,150000
India,NA,10,NA
India,Thunderstorms,10,NA
India,NA,300,NA
India,Combination of well above normal tempertaure and lack of rainfall,7,NA
India,Monsoonal rains,254,350000
India,Monsoonal rains,184,160000
India,Monsoonal rains,37,NA
Italy,NA,296,5000000
Jamaica,NA,NA,NA
Japan,NA,9,NA
Japan,NA,49,20000000
Japan,NA,8,NA
Kenya,Heavy rains,3,NA
Korea (the Republic of),NA,NA,21000
Korea (the Republic of),NA,6,127000
Lao People's Democratic Republic (the),Heavy rains,5,50
Liberia,Torrential rains,NA,NA
Mexico,Heavy rains,5,25000
Mexico,Heavy rains,13,NA
Macedonia (the former Yugoslav Republic of),NA,NA,10000
Mali,Heavy rains,13,NA
Myanmar,NA,18,2600
Myanmar,Heavy rains,42,NA
Myanmar,Monsoon rains,14,NA
Mozambique,Heavy rains,16,NA
Malawi,Heavy rains,12,NA
Malaysia,Heavy monsoonal rains,NA,NA
Malaysia,Torrential rain,NA,NA
Niger (the),Heavy rains,11,NA
Niger (the),Torrential rains,50,NA
Nigeria,Heavy rains,18,NA
Nepal,Combination of well above normal temperature and lack of rainfall,11,NA
Nepal,Heavy rains,25,NA
New Zealand,NA,NA,25000
Oman,Heavy rains,2,NA
Pakistan,NA,34,NA
Pakistan,NA,6,NA
Pakistan,Heavy rain,46,NA
Peru,NA,4,NA
Philippines (the),NA,2,NA
Philippines (the),NA,NA,4913
Poland,NA,21,NA
Korea (the Democratic People's Republic of),"Heavy rains, remmants of Typhoon Lionrock",538,61000
Portugal,NA,4,157000
Paraguay,NA,NA,NA
Romania,Heavy rains,2,NA
Russian Federation (the),"Snwomelt, Ice jams and rising temperatures",NA,2000
Rwanda,Heavy rains,50,NA
Saudi Arabia,NA,3,NA
Saudi Arabia,Heavy rains,18,NA
Sudan (the),Torrential rains,171,NA
Sudan (the),NA,19,NA
Somalia,Heavy rains,9,NA
Swaziland,El Nino,NA,NA
Seychelles,NA,NA,NA
Thailand,NA,14,NA
Azerbaijan,NA,86,NA
China,NA,2500,NA
Greece,NA,4,NA
Albania,NA,120,23800
China,NA,NA,NA
China,NA,280,NA
China,NA,21,NA
"Tanzania, United Republic of",NA,2231,NA
United States of America (the),NA,14,NA
Zimbabwe,"Slow onset of rainy season followed by severe flooding and then long dry spell, El Nino",NA,500000
United States of America (the),NA,3,NA
Viet Nam,NA,27,6200
United States of America (the),NA,NA,270000
United States of America (the),NA,40,2000000
Congo (the Democratic Republic of the),Heavy rains,154,15000
United States of America (the),NA,2,170000
United States of America (the),NA,1,700000
Tajikistan,Heavy rains,20,2000
United States of America (the),"Heavy rains, strong storm system",NA,90000
South Africa,Heavy and extented rainfall,32,85000
Zimbabwe,Heavy rrains,3,20000
Serbia,Massive rainfalls,4,NA
Serbia,Heavy rains and melting snow,NA,NA
Serbia,Heavy rains,51,2048262
United States of America (the),NA,NA,3900000
United States of America (the),NA,2,1600000
United States of America (the),NA,25,750000
Taiwan (Province of China),NA,NA,20000
Taiwan (Province of China),NA,NA,400000
Vanuatu,NA,12,2000
Thailand,Dry conditions,NA,NA
Tajikistan,Heavy rain,NA,NA
Turkey,NA,NA,NA
"Tanzania, United Republic of",Heavy rainfall,28,NA
United States of America (the),NA,12,2000
United States of America (the),NA,13,100000
United States of America (the),Excessive rainfall,2,1600000
United States of America (the),Heavy rains and small earthquake,43,20000
United States of America (the),NA,1,66000
United States of America (the),"Excessive heat, drougth and winds",2,100000
United States of America (the),NA,NA,2200000
Viet Nam,NA,11,4500
Viet Nam,NA,NA,NA
South Africa,NA,1,NA
Congo (the Democratic Republic of the),NA,49,NA
Zambia,Heavy rains,NA,NA
Zimbabwe,Heavy rains,11,NA
Zimbabwe,NA,NA,NA
Serbia,Torrential rains,1,NA
Serbia,NA,NA,NA
Timor-Leste,NA,2,NA
South Sudan,NA,22,NA
South Sudan,NA,127,NA
United States of America (the),NA,4,1400000
United States of America (the),NA,6,270000
United States of America (the),NA,4,950000
United States of America (the),NA,1,160000
United States of America (the),NA,NA,650000
United States of America (the),NA,3,1400000
United States of America (the),NA,4,700000
Tajikistan,NA,NA,NA
Tajikistan,Snowmelt,NA,NA
Viet Nam,Torrential rain,32,204000
Congo (the Democratic Republic of the),NA,18,NA
United States of America (the),"High temperature, Ligthning",4,150000
United States of America (the),NA,1,500000
United States of America (the),NA,4,950000
United States of America (the),Heavy rains,31,600000
United States of America (the),NA,10,100000
United States of America (the),NA,22,150000
South Africa,El Nino,NA,250000
Turkey,NA,8,NA
Taiwan (Province of China),NA,6,NA
"Tanzania, United Republic of",NA,47,NA
United States of America (the),NA,50,2000000
United States of America (the),Heavy rain,18,140000
United States of America (the),NA,25,2000000
Vanuatu,NA,11,449400
Yemen,NA,18,NA
Zimbabwe,NA,10,NA
Tuvalu,NA,NA,NA
United States of America (the),NA,2,80000
United States of America (the),Heavy rain,32,2700000
Thailand,NA,NA,3300000
Tajikistan,NA,2,5000
Tajikistan,NA,10,NA
Tonga,El NIno,NA,NA
Turkey,Pouring rainfall,9,NA
Taiwan (Province of China),NA,NA,NA
Taiwan (Province of China),NA,3,26000
"Tanzania, United Republic of",NA,542,NA
"Tanzania, United Republic of",NA,40,NA
"Tanzania, United Republic of",Heavy rains,12,NA
Uruguay,Heav rains,NA,NA
Uruguay,El Nino,2,NA
Uruguay,NA,NA,NA
United States of America (the),NA,6,1000000
United States of America (the),NA,15,100000
United States of America (the),NA,30,3000000
United States of America (the),NA,13,170000
United States of America (the),Torrential rains,16,NA
United States of America (the),Torrentila rains,19,2000
United States of America (the),"High tempertaures, gusty winds, dry soil, vast swathes of dried vegetation and brush",4,1400000
United States of America (the),NA,3,400000
United States of America (the),NA,NA,4500000
United States of America (the),"Drought conditions, gusty winds, warm temperatures, lightening",1,2000
United States of America (the),NA,NA,100000
Venezuela (Bolivarian Republic of),Heavy rains,NA,NA
Viet Nam,NA,7,NA
Viet Nam,"Lack of rainfall, El NIno",NA,6750000
Viet Nam,Torrential rains,2,NA
Samoa,NA,NA,NA
Yemen,NA,8,200000
Yemen,NA,3,NA
Congo (the Democratic Republic of the),NA,3,NA
Congo (the Democratic Republic of the),NA,3,NA
Congo (the Democratic Republic of the),Heavy rain,31,NA
Congo (the Democratic Republic of the),NA,NA,NA
Northern Mariana Islands (the),NA,NA,NA
Timor-Leste,NA,NA,4000
South Sudan,NA,47,NA
United States of America (the),Pacific storm systems fueled by El Nino,NA,125000
United States of America (the),Torrential rain,25,1000000
Argentina,Intense rainfall,NA,2000
China,High temperature and reduced rainfall,NA,3000000
United States of America (the),NA,6,2400000
United States of America (the),NA,3,600000
Uruguay,Tornado,8,3000
Tajikistan,NA,4,NA
Taiwan (Province of China),NA,7,110000
United States of America (the),Excessive rains and thunderstorms,1,550000
Bolivia (Plurinational State of),NA,4,NA
Colombia,NA,6,NA
Dominican Republic (the),Heavy rains,15,NA
Taiwan (Province of China),NA,117,700000
United States of America (the),NA,1,3900000
United States of America (the),NA,2,1700000
United States of America (the),NA,1,1200000
United States of America (the),NA,NA,2300000
United States of America (the),Torrential rrains,9,2000000
United States of America (the),Heavy rain,15,300000
Taiwan (Province of China),NA,NA,70000
United States of America (the),NA,9,1100000
United States of America (the),NA,7,1600000
United States of America (the),NA,49,10000000
Costa Rica,NA,9,NA
Egypt,NA,26,25000
Bolivia (Plurinational State of),NA,NA,450000
South Sudan,NA,NA,NA
United States of America (the),NA,50,550000
United States of America (the),NA,10,1200000
Tajikistan,NA,NA,NA
Tonga,NA,NA,NA
Tonga,NA,NA,NA
Tonga,NA,NA,NA
Taiwan (Province of China),NA,3,NA
Taiwan (Province of China),NA,85,NA
"Tanzania, United Republic of",NA,17,458000
"Tanzania, United Republic of",NA,NA,NA
"Tanzania, United Republic of",Heavy rains,3,NA
"Tanzania, United Republic of",Reammnants of cyclone Fantala,13,NA
Uganda,NA,4,NA
Uganda,Heavy rains,NA,2700
Uganda,Torrential rains,15,NA
Ukraine,NA,37,NA
United States of America (the),"Combination of heat, extented drought and gusty winds",NA,150000
United States of America (the),Drought,2,50000
United States of America (the),NA,NA,100000
United States of America (the),NA,11,NA
United States of America (the),Heavy rains,13,10000000
Saint Vincent and the Grenadines,NA,1,NA
Viet Nam,NA,1,191000
Yemen,Heavy rains,20,NA
Yemen,Heavy rains,20,NA
South Africa,NA,11,NA
South Africa,Heavy rains,7,180000
Serbia,Torrential rains,NA,100000
Timor-Leste,"Lack of rain, El Nino",NA,NA
South Sudan,NA,68,NA
South Sudan,Heavy rains,NA,NA
Albania,Heavy rains,2,NA
Armenia,Heavy hailstorm and rains,NA,NA
Australia,NA,NA,NA
Australia,Heay rains,1,25000
Burundi,NA,1,NA
Benin,NA,13,NA
Brazil,NA,261,NA
China,NA,23,23000
China,NA,1,5500
China,NA,NA,135000
China,NA,2,60000
China,NA,NA,890000
China,NA,NA,NA
China,NA,NA,NA
China,NA,NA,123000
China,Heavy rains,23,130000
China,NA,23,21000
Colombia,NA,4,NA
Colombia,NA,NA,NA
Spain,Heavy rains,5,50000
Micronesia (Federated States of),NA,NA,NA
Ghana,NA,NA,NA
Côte d’Ivoire,NA,15,NA
Austria,NA,3,1200
Costa Rica,NA,13,185000
Dominica,NA,64,1456000
Dominican Republic (the),NA,5,63000
China,NA,19,76000
China,Mei-Yu rain,10,93000
Colombia,NA,12,2000
Afghanistan,NA,31,NA
Afghanistan,NA,36,NA
China,NA,1,277000
Albania,Heavy rains,1,8900
Bangladesh,Monsoon,160,NA
Brazil,Heavy Rainfall,14,100000
Chile,Thunderstorm,4,NA
Chile,Heavy rain,3,2000
China,NA,29,500000
China,NA,1,107000
China,Heavy seasonal rains (Mei-yu),78,6000000
China,NA,13,145000
Colombia,Heavy rains,22,NA
Greece,NA,1,NA
Greece,Torrential rains,23,NA
Greece,NA,2,NA
China,Thunderstorm,36,3400000
Germany,Low pressure 'Kolle',3,159000
China,Heavy rains,23,75000
Australia,NA,NA,20000
Canada,Weather,NA,NA
Chile,NA,11,550000
Spain,NA,NA,NA
Australia,NA,12,2700000
Burundi,Torrential rains,6,NA
Chile,Heavy rains,22,NA
China,NA,8,3500000
Colombia,NA,NA,NA
Cuba,NA,10,540000
Dominican Republic (the),NA,NA,NA
Guadeloupe,NA,4,120000
Angola,NA,NA,NA
Afghanistan,NA,50,NA
Afghanistan,NA,73,NA
Albania,NA,6,NA
Belarus,NA,43,NA
Algeria,NA,NA,NA
Greece,NA,NA,NA
Afghanistan,NA,36,NA
Angola,Heavy rains,11,2000
Anguilla,NA,4,200000
United Arab Emirates (the),Heavy rains,NA,NA
Argentina,NA,NA,NA
Argentina,Heavy rains,NA,NA
Argentina,Heavy rains,NA,NA
Argentina,Heavy Rain and storm,1,NA
Antigua and Barbuda,NA,1,250000
Australia,NA,NA,490000
Austria,NA,2,NA
Burkina Faso,NA,18,NA
Burkina Faso,Heavy rain,2,NA
Bangladesh,NA,12,NA
Bangladesh,Heavy rains,NA,128000
Bangladesh,NA,7,NA
Bangladesh,NA,15,NA
Bangladesh,Late monsoon rains,144,500000
Bahamas (the),NA,NA,2000
Brazil,NA,154,NA
Barbados,NA,1,NA
Botswana,NA,NA,NA
Central African Republic,NA,NA,NA
Central African Republic,NA,NA,NA
Canada,Snowmelt and Heavy Rain,2,200000
Canada,Heavy rains,NA,NA
Switzerland,NA,8,NA
Chile,Heavy rains,2,NA
China,NA,NA,200000
China,Mei-Yu,9,61000
China,NA,7,28000
China,NA,NA,31000
China,NA,8,2000
China,NA,NA,NA
China,NA,12,NA
China,Heavy rains,25,NA
China,NA,35,2300
China,NA,83,NA
China,NA,NA,3600
China,NA,NA,57000
China,NA,12,56000
China,"Lack of rain, dry conditions.",NA,122000
China,NA,11,115000
China,Severe Weather,12,37000
China,Mei-Yu,40,315000
China,Heavy rains,16,361000
China,NA,18,429000
China,NA,8,492000
Côte d’Ivoire,NA,2,NA
Cameroon,Heavy rains,3,NA
Colombia,Torrential rains,20,2000
Colombia,Torrential rain,329,100000
Colombia,Heavy rains,1,NA
Colombia,Heavy rains,NA,NA
Czech Republic (the),NA,NA,2900
Germany,NA,2,740000
Germany,Low pressure Alfred,NA,NA
Dominican Republic (the),NA,NA,NA
Spain,NA,4,NA
France,Torrential rains,1,NA
France,NA,2,100000
France,"Wind, drought",NA,NA
United Kingdom of Great Britain and Northern Ireland (the),Heavy rains,NA,NA
Ghana,NA,20,NA
Ghana,NA,NA,NA
Guinea,NA,NA,NA
Guinea,Heavy rain,NA,NA
France,NA,6,200000
Albania,"Heavy rains, elting snow",NA,NA
Brazil,Heavy rains,4,10000
Cuba,NA,9,NA
Bangladesh,NA,14,NA
Bolivia (Plurinational State of),Heavy rains,6,NA
Colombia,NA,12,NA
Costa Rica,NA,1,NA
Ghana,Heavy rains,34,NA
Canada,NA,NA,NA
Argentina,Heavy rains,NA,NA
China,NA,11,278000
China,NA,112,1750000
Colombia,Heavy rains,14,NA
China,NA,2,1450000
Greece,NA,100,NA
Argentina,NA,2,NA
China,NA,NA,490000
China,NA,2,188000
China,NA,3,367000
China,NA,53,5400000
Djibouti,NA,2,NA
Fiji,NA,7,10000
Afghanistan,NA,NA,NA
Spain,NA,2,NA
United Kingdom of Great Britain and Northern Ireland (the),NA,NA,NA
Switzerland,NA,NA,NA
Germany,NA,5,588475
Afghanistan,NA,11,NA
Afghanistan,NA,12,NA
Afghanistan,NA,10,NA
Afghanistan,Torrential Rain,72,NA
Afghanistan,NA,18,NA
Angola,Heavy rains,8,NA
Angola,NA,2,NA
Argentina,NA,NA,3400000
Argentina,NA,NA,NA
Argentina,NA,NA,NA
Armenia,NA,NA,1822
Australia,NA,NA,NA
Australia,Lack of rainfall and anomalous warmth,NA,1200000
Australia,NA,NA,11400
Burundi,Heavy rains,NA,NA
Burundi,Torrential Rain,NA,NA
Burundi,Intense rain,NA,NA
Belgium,NA,1,NA
Belgium,NA,NA,NA
Bangladesh,NA,33,NA
Bangladesh,NA,34,NA
Bangladesh,Torrential Rain,21,NA
Bulgaria,Torrential rain,NA,NA
Belarus,NA,NA,NA
Bolivia (Plurinational State of),NA,23,NA
Brazil,Heavy rains,15,NA
Brazil,Torrential Rain,3,43000
Botswana,Heavy rain,NA,NA
Central African Republic,NA,1,NA
Canada,NA,NA,325000
Canada,NA,70,NA
Canada,Heavy Rain and Snowmelt,NA,NA
China,NA,14,147000
China,NA,21,854000
China,NA,NA,119300
China,NA,NA,29000
China,NA,NA,50000
China,NA,14,570000
China,NA,1,240000
China,NA,NA,79900
China,NA,NA,770000
China,Heavy rain,5,NA
China,Heavy rains,77,373000
China,NA,2,67000
China,"Typhoon Prapiroon, Typhoon Maria",3,781283
China,NA,16,530689
China,NA,18,790000
Côte d’Ivoire,Torrential rains,20,NA
Cameroon,NA,57,NA
Costa Rica,El NIno,NA,NA
Cuba,NA,NA,NA
Czech Republic (the),NA,3,NA
Germany,NA,NA,NA
Dominican Republic (the),NA,NA,NA
Dominican Republic (the),Tropical Storm Beryl,NA,NA
Algeria,Torrential Rain,6,NA
Spain,NA,9,NA
Spain,NA,NA,NA
Spain,NA,13,150000
Estonia,NA,7,NA
Ethiopia,Heavy rains,32,NA
Ethiopia,Heavy rains,12,36
Ethiopia,NA,NA,NA
Fiji,NA,NA,50000
France,NA,NA,NA
France,NA,NA,NA
France,NA,3,NA
France,NA,NA,NA
France,Heavy rains,NA,372000
France,Torrenntial rains,14,340000
United Kingdom of Great Britain and Northern Ireland (the),NA,NA,NA
Georgia,"Heavy raining, melting of snow and glacier",NA,NA
Guinea-Bissau,NA,3,NA
Bolivia (Plurinational State of),"Heavy rain and thunderstorms, El Nino",60,NA
Afghanistan,NA,30,NA
Bangladesh,Monsoon rains,114,75000
Afghanistan,Heavy rains,3,NA
Afghanistan,NA,63,NA
Bosnia and Herzegovina,Heavy rains,NA,NA
Brazil,Torrential rains,12,NA
Brazil,Heavy rains,10,NA
Brazil,NA,12,NA
Colombia,Heavy rains,14,NA
Spain,Heavy rains,4,58000
Canada,Incresaing temperatures and heavy rains,1,800000
Argentina,Heavy rain,4,NA
Brazil,NA,4,NA
Spain,Heavy rains,1,NA
Australia,Heat wave and lighthening,NA,NA
Comoros (the),NA,8,NA
Ecuador,Heavy rains,2,NA
Spain,NA,NA,NA
Austria,NA,11,NA
Switzerland,NA,4,NA
Algeria,NA,8,NA
Afghanistan,Heavy rains,24,NA
Afghanistan,Heavy rains,35,NA
Afghanistan,NA,16,NA
Angola,Heavy rains,11,NA
Angola,Heavy rains,19,NA
Albania,NA,NA,NA
Argentina,Heavy rains,2,NA
Argentina,Hevy rainfall,NA,NA
Armenia,NA,NA,NA
Australia,Heavy rains,3,2000000
Austria,NA,1,NA
Burundi,Heavy rains,10,NA
Belgium,NA,128,NA
Belgium,NA,400,NA
Bangladesh,NA,15,NA
Bangladesh,Mosoon rains,2,NA
Bangladesh,NA,39,NA
Bosnia and Herzegovina,NA,1,NA
Bolivia (Plurinational State of),NA,NA,NA
Bolivia (Plurinational State of),Torrential rains,23,NA
Bolivia (Plurinational State of),Heavy rains,NA,NA
Brazil,Heavy rains,7,NA
Chile,NA,2,NA
Chile,Torrential rains,6,NA
China,NA,6,145000
China,NA,2,2000
China,NA,13,1300000
China,Heavy rains,13,NA
China,Heavy rains,51,NA
China,NA,30,NA
China,Heavy rains,11,NA
China,Heavy rains,300,6200000
China,NA,17,NA
Congo (the),NA,260,NA
Congo (the),NA,NA,NA
Congo (the),NA,3559,NA
Colombia,Heavy rains,NA,NA
Colombia,Heavy rains,32,NA
Costa Rica,NA,NA,NA
Cuba,NA,6,NA
Germany,NA,1,NA
Germany,NA,4,NA
Germany,NA,NA,NA
Ecuador,NA,NA,NA
Ecuador,Heavy rains,14,NA
Spain,NA,2,NA
Ethiopia,NA,15,NA
France,NA,567,NA
France,NA,868,NA
Micronesia (Federated States of),NA,NA,NA
United Kingdom of Great Britain and Northern Ireland (the),NA,5,NA
Georgia,Heavy rains,NA,NA
Ghana,Heavy rains,13,NA
Greece,NA,7,NA
Iran (Islamic Republic of),NA,350,NA
Israel,NA,20,NA
Japan,NA,11,NA
Japan,NA,41,NA
Portugal,NA,30,NA
Portugal,NA,25,NA
Cambodia,NA,NA,NA
Cambodia,Gate of hydro-electrical dawn opened,NA,NA
Marshall Islands (the),"El NIno, low precipitation",NA,4900
New Zealand,NA,2,3900000
Korea (the Republic of),NA,9,126000
Panama,NA,7,NA
Mexico,Heavy rains,2,NA
Honduras,Heavy rains,NA,NA
Honduras,Heavy rains,6,NA
Haiti,Heavy rains,13,NA
Indonesia,Heavy rain,2,NA
Indonesia,NA,10,10000
Indonesia,Torrential rain,NA,74000
Japan,NA,2,100000
Mozambique,Heavy rains,47,NA
Pakistan,Heavy rain,32,NA
Pakistan,NA,141,2000
Pakistan,NA,22,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,NA,NA
Hungary,NA,NA,NA
Mozambique,NA,12,1500
India,NA,24,1000000
Iran (Islamic Republic of),NA,4,NA
Japan,NA,1,NA
Philippines (the),NA,NA,NA
Kenya,Poor performance in the long-rain time period,NA,NA
Haiti,NA,NA,NA
Indonesia,NA,NA,NA
Indonesia,NA,104,100000
Indonesia,NA,5,NA
India,Monsoonal rains,28,589000
India,NA,34,NA
Israel,DRought and high winds,NA,520000
Italy,NA,1,200000
Italy,NA,NA,200000
Italy,Heavy rains,2,100000
Japan,NA,NA,100000
Japan,NA,NA,NA
Japan,NA,3,NA
Sri Lanka,NA,NA,20000
Mexico,Torrential rains,2,NA
Myanmar,NA,4,10000
Myanmar,NA,34,NA
Myanmar,Heavy rains,5,2000
Mongolia,NA,NA,NA
Malaysia,Heavy rains,NA,NA
Malaysia,Continous rains,NA,132000
Niger (the),NA,23,NA
Nigeria,NA,1166,NA
Nigeria,NA,121,NA
Nicaragua,NA,NA,NA
Pakistan,Heavy rains,10,NA
Peru,NA,1,NA
Peru,NA,26,NA
Philippines (the),NA,8,NA
Philippines (the),NA,NA,11490
Philippines (the),NA,8,50690
Philippines (the),NA,24,103661
Philippines (the),Monsooonal rains (Hagabat),26,9320
Philippines (the),Monsoonal rains,19,NA
Korea (the Democratic People's Republic of),NA,14,NA
Mexico,NA,98,2300000
Guatemala,NA,8,NA
Honduras,NA,3,NA
India,NA,NA,NA
Italy,NA,9,216000
Japan,NA,8,1000000
Japan,NA,2,500000
Sri Lanka,NA,27,346000
Macao,NA,NA,NA
Mexico,NA,6,NA
Mexico,NA,NA,2000
Pakistan,NA,11,NA
Philippines (the),NA,NA,175
Philippines (the),Precursor of Damrey,6,NA
Philippines (the),NA,58,50000
Philippines (the),NA,91,71901
Puerto Rico,NA,64,68000000
Italy,NA,4,3500
Philippines (the),NA,9,3400
Portugal,"Dry conditions, high temperatures (40°C), lightning",64,232000
Indonesia,NA,11,NA
Mexico,NA,3,NA
Philippines (the),NA,26,5300
New Zealand,NA,NA,20000
Haiti,NA,3,NA
Malaysia,NA,NA,NA
Pakistan,NA,9,NA
Oman,Torrential rain,3,NA
Mexico,NA,369,6000000
Honduras,NA,3,NA
Haiti,Heavy rains,5,NA
Indonesia,Heavy rainfall,7,2000
Indonesia,NA,8,19000
Indonesia,Heavy rains,12,2000
Indonesia,Heavy rains,9,NA
Iran (Islamic Republic of),Torrential rains,42,353000
Japan,Tropical Storm Nanmadol,37,700000
Sri Lanka,Monsoonal rain,293,389000
Myanmar,Monsoon,3,NA
Martinique,NA,NA,44000
Nepal,Torrential rains,11,NA
Nepal,Torrential rains,176,595000
New Zealand,Heavy rains,NA,71000
Pakistan,Torrential rains,167,110000
Panama,NA,7,NA
Peru,Heavy rain,15,100000
Peru,"Hevy rains, El Nino",184,3100000
Philippines (the),NA,NA,2000
Philippines (the),Heavy rains,9,8100
Honduras,NA,8,NA
Hong Kong,NA,NA,755500
Croatia,NA,NA,161000
Haiti,NA,1,NA
Hungary,NA,NA,NA
India,NA,884,NA
Macao,NA,10,1420000
Madagascar,NA,81,20000
Mexico,NA,20,NA
Mozambique,NA,7,17000
Mauritania,NA,18,NA
Nepal,Rain,11,NA
Puerto Rico,NA,2,NA
Madagascar,NA,NA,NA
Mauritania,Lack of rain,NA,NA
Niger (the),NA,NA,NA
Italy,NA,29,18000
Macedonia (the former Yugoslav Republic of),NA,3,NA
Guatemala,NA,NA,NA
Guatemala,NA,1,NA
Guatemala,NA,11,NA
Guatemala,Heavy rains,NA,NA
Guatemala,Tropical depression 16,NA,NA
Guatemala,Heavy rains + Tropical Storm Selma,NA,NA
Guyana,Heavy rains,NA,NA
Hong Kong,NA,NA,NA
Honduras,Heavy rains,7,NA
Croatia,NA,NA,NA
Haiti,NA,NA,NA
Haiti,NA,26,NA
Indonesia,NA,4,NA
Indonesia,NA,12,NA
Indonesia,NA,2,NA
Indonesia,NA,4,NA
Indonesia,Heavy rains,28,11000
Indonesia,Heavy rains,2,NA
Indonesia,NA,NA,NA
India,Monsoon,23,NA
India,NA,29,NA
India,NA,4,NA
India,Torrential rains,14,300000
India,Heavy rains,21,NA
India,Monsoon rainfall,75,NA
India,Heavy snow,28,NA
India,NA,22,NA
India,NA,46,NA
India,NA,264,NA
India,Long-term rainfall,6,NA
India,Monsoon rains,31,NA
India,NA,NA,NA
India,Monsoon,284,250000
India,Monsoonal rain,514,1567000
India,NA,101,NA
Ireland,Heavy rains,NA,NA
Iran (Islamic Republic of),NA,3,2000
Iran (Islamic Republic of),NA,444,740000
Iran (Islamic Republic of),NA,2,NA
Iran (Islamic Republic of),Extreme rainfall,18,35000
Iraq,NA,10,NA
Italy,NA,2,NA
Italy,"Snowmelt, Rain",NA,125000
Italy,NA,NA,2300000
Jamaica,NA,NA,NA
Japan,NA,2,2000
Kazakhstan,Snowmelt,NA,NA
Kenya,Heavy rainfall,26,NA
Kenya,NA,76,NA
Kenya,NA,NA,NA
Kenya,NA,NA,NA
Kyrgyzstan,NA,NA,NA
Kyrgyzstan,NA,24,NA
Saint Kitts and Nevis,NA,NA,20000
Korea (the Republic of),NA,NA,NA
Lao People's Democratic Republic (the),NA,NA,NA
Sri Lanka,NA,320,NA
Sri Lanka,Heavy rains,9,NA
Morocco,NA,NA,NA
Morocco,Polar air mass flow,NA,NA
Madagascar,NA,207,NA
Mexico,Heavy rains,2,NA
Myanmar,NA,NA,NA
Mongolia,NA,17,NA
Mozambique,NA,1,NA
Malawi,NA,6,NA
Malawi,NA,NA,NA
Malaysia,Heavy rains,2,NA
Malaysia,Heavy rains,NA,NA
Malaysia,Heavy rain,7,NA
Namibia,heavy rains,NA,NA
Niger (the),West African Monsoon,16,NA
Niger (the),NA,84,NA
Niger (the),NA,34,NA
Niger (the),Torrential rains,56,10000
Nigeria,NA,11,NA
Nigeria,NA,NA,NA
Nigeria,NA,20,NA
Nigeria,Heavy rains,NA,NA
Nicaragua,NA,15,NA
Nicaragua,NA,7,NA
Pakistan,NA,15,NA
Pakistan,NA,25,NA
Pakistan,Continuous rains and snowfalls,13,NA
Peru,Heavy rains,1,NA
Philippines (the),NA,8,13974
Philippines (the),NA,3,4364
Philippines (the),Heavy rains,NA,NA
Philippines (the),NA,10,2000
Philippines (the),NA,NA,NA
Philippines (the),Heavy rains,13,NA
Poland,NA,6,275000
Korea (the Democratic People's Republic of),NA,NA,NA
Korea (the Democratic People's Republic of),NA,NA,NA
Portugal,NA,45,500000
French Polynesia,NA,NA,2000
Romania,NA,9,7300
Italy,NA,12,1100000
Madagascar,NA,73,NA
Philippines (the),NA,NA,3070
Philippines (the),NA,NA,25944
Philippines (the),NA,182,106753
Puerto Rico,NA,NA,NA
Indonesia,NA,4140,1450000
India,Monsoonal rains,504,2852480
India,NA,61,50000
India,NA,85,920000
Guatemala,NA,NA,NA
Honduras,NA,6,NA
Croatia,"Heavy rains, snow melt",NA,NA
Indonesia,Heavy rains,35,NA
Indonesia,Heavy rains,13,NA
Indonesia,Heavy rains,3,NA
Indonesia,NA,9,NA
Indonesia,Torrential rains,20,NA
India,NA,42,NA
India,NA,25,NA
Iran (Islamic Republic of),Torrential rains,9,166000
Japan,NA,41,1250000
Japan,Tropical Storm Praipiroon,246,9500000
Sri Lanka,Monsoonal rains,20,NA
Sri Lanka,Torrential rains,12,NA
Myanmar,Monsoonal rain,12,NA
Nicaragua,NA,4,NA
Philippines (the),NA,84,32033
Philippines (the),NA,12,305000
Papua New Guinea,NA,145,61000
Indonesia,NA,564,790000
Indonesia,NA,453,250000
Italy,NA,NA,115000
Kenya,NA,47,NA
Lao People's Democratic Republic (the),Tropial storm Son Tinh,136,NA
Myanmar,NA,7,NA
Guatemala,NA,461,NA
Latvia,NA,NA,NA
Portugal,Heat and wind,NA,NA
India,NA,44,NA
Korea (the Democratic People's Republic of),NA,NA,NA
Indonesia,Heavy rains,15,NA
Ireland,NA,2,NA
Japan,NA,17,12500000
